age,height_cm,weight_kg,overall,potential,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,is_not_gk,value
24,174,71,68,73,1800000.0,70.0,43.0,57.0,65.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
18,180,74,52,68,193000.0,67.0,43.0,50.0,59.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100000
19,180,76,64,81,2100000.0,81.0,60.0,58.0,66.0,36.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,975000
26,189,83,77,78,18600000.0,64.0,77.0,62.0,70.0,38.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500000
19,186,75,56,69,291000.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,55.0,51.0,58.0,36.0,49.0,0.0,140000
31,172,70,81,81,33600000.0,85.0,81.0,75.0,77.0,43.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16000000
18,187,80,58,72,436000.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,56.0,57.0,61.0,27.0,58.0,0.0,210000
27,198,78,64,67,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,63.0,58.0,65.0,43.0,65.0,0.0,400000
25,175,73,52,56,86000.0,55.0,24.0,30.0,31.0,49.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50000
23,188,75,70,77,3700000.0,76.0,68.0,59.0,68.0,46.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500000
27,184,77,67,67,1000000.0,85.0,60.0,58.0,68.0,34.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800000
19,187,73,58,74,544000.0,62.0,25.0,39.0,36.0,57.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
21,179,75,64,75,1200000.0,70.0,55.0,63.0,67.0,57.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
24,189,76,79,82,30800000.0,70.0,72.0,76.0,81.0,54.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16000000
25,185,84,61,65,384000.0,62.0,28.0,44.0,40.0,59.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290000
23,197,82,64,73,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,66.0,64.0,64.0,45.0,64.0,0.0,525000
25,180,75,70,73,4900000.0,80.0,63.0,66.0,71.0,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200000
24,177,74,73,77,7200000.0,75.0,57.0,68.0,68.0,71.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4600000
18,185,80,51,69,119000.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,47.0,52.0,49.0,30.0,49.0,0.0,60000
27,180,68,73,73,8200000.0,65.0,58.0,70.0,72.0,73.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4100000
33,176,82,71,71,2100000.0,60.0,70.0,69.0,71.0,65.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400000
20,168,63,59,69,403000.0,68.0,64.0,39.0,51.0,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
18,183,70,58,69,378000.0,63.0,27.0,47.0,38.0,58.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180000
25,189,80,70,74,3700000.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,70.0,63.0,74.0,43.0,64.0,0.0,1600000
22,175,70,62,69,701000.0,81.0,48.0,49.0,68.0,47.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
31,185,72,65,65,656000.0,62.0,32.0,43.0,47.0,62.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
22,172,66,66,75,1200000.0,66.0,59.0,65.0,67.0,61.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,975000
31,170,68,68,68,1000000.0,69.0,65.0,68.0,68.0,54.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
27,186,73,63,66,497000.0,58.0,41.0,56.0,59.0,60.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
24,193,82,66,70,1400000.0,65.0,40.0,47.0,49.0,63.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000
25,187,84,63,65,647000.0,63.0,31.0,36.0,50.0,62.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
23,180,72,68,73,1900000.0,73.0,60.0,63.0,66.0,53.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200000
29,178,71,72,72,3400000.0,73.0,55.0,71.0,71.0,71.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400000
23,186,77,79,87,35200000.0,74.0,68.0,79.0,76.0,72.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18500000
21,185,77,56,69,347000.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,52.0,47.0,56.0,47.0,55.0,0.0,140000
25,185,73,72,77,8100000.0,78.0,66.0,71.0,73.0,64.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4100000
17,180,78,56,73,374000.0,62.0,55.0,45.0,52.0,21.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180000
24,175,69,61,66,442000.0,60.0,32.0,43.0,50.0,60.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290000
33,182,74,58,58,123000.0,58.0,45.0,55.0,56.0,48.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70000
23,180,75,64,71,1300000.0,67.0,57.0,64.0,66.0,48.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,625000
24,178,77,68,71,2000000.0,62.0,37.0,63.0,68.0,68.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
23,182,70,65,73,1600000.0,84.0,61.0,58.0,67.0,28.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,800000
19,176,70,61,79,1200000.0,70.0,59.0,57.0,61.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,550000
29,192,81,71,71,3700000.0,76.0,58.0,62.0,65.0,69.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000
25,190,84,61,66,427000.0,54.0,25.0,40.0,34.0,59.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,280000
25,180,70,63,65,821000.0,67.0,58.0,56.0,63.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450000
24,173,76,68,74,1800000.0,84.0,59.0,63.0,69.0,58.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
34,184,73,69,69,439000.0,58.0,44.0,52.0,51.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325000
33,193,86,71,71,1400000.0,40.0,48.0,54.0,54.0,69.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950000
32,183,80,71,71,2400000.0,62.0,68.0,58.0,69.0,30.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1900000
33,180,76,64,64,387000.0,65.0,53.0,63.0,62.0,61.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180000
27,186,79,66,68,891000.0,51.0,32.0,38.0,33.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,625000
27,165,62,60,60,275000.0,81.0,50.0,53.0,63.0,27.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220000
33,187,77,66,66,364000.0,51.0,51.0,61.0,52.0,63.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
25,184,80,72,76,5100000.0,80.0,49.0,63.0,64.0,68.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3300000
25,189,81,71,72,3900000.0,58.0,35.0,40.0,48.0,71.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2300000
31,183,80,69,69,1000000.0,68.0,43.0,57.0,59.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,700000
19,176,68,53,67,1200000.0,60.0,53.0,40.0,51.0,21.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130000
29,184,80,67,67,1000000.0,68.0,45.0,51.0,57.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
26,170,64,67,70,1300000.0,75.0,58.0,62.0,68.0,61.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
19,178,68,57,72,1200000.0,63.0,49.0,50.0,56.0,47.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220000
26,187,79,63,66,534000.0,61.0,25.0,43.0,46.0,63.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
25,183,75,64,69,1200000.0,58.0,65.0,55.0,63.0,24.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
29,188,77,66,66,1100000.0,62.0,63.0,64.0,65.0,58.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,625000
24,167,70,67,72,1600000.0,90.0,60.0,60.0,70.0,41.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
26,188,82,69,73,1900000.0,56.0,44.0,50.0,49.0,66.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200000
23,175,69,51,58,88000.0,55.0,54.0,37.0,53.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50000
28,180,70,66,66,625000.0,68.0,38.0,56.0,59.0,63.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
18,183,81,66,81,2800000.0,69.0,66.0,50.0,62.0,19.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1300000
31,195,88,69,69,1400000.0,51.0,71.0,45.0,55.0,32.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950000
21,184,84,65,68,1300000.0,59.0,31.0,39.0,46.0,62.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
28,191,88,62,64,381000.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,64.0,55.0,71.0,45.0,57.0,0.0,250000
21,190,86,67,75,2300000.0,55.0,28.0,41.0,44.0,65.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000000
20,188,79,58,68,384000.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,50.0,57.0,41.0,58.0,0.0,160000
22,187,78,65,75,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,63.0,74.0,25.0,62.0,0.0,675000
36,185,84,83,83,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,74.0,58.0,85.0,58.0,80.0,0.0,3500000
26,185,82,69,71,1200000.0,80.0,65.0,66.0,67.0,65.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200000
28,178,65,66,66,1000000.0,75.0,60.0,63.0,65.0,63.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
25,186,76,64,67,1000000.0,64.0,61.0,49.0,61.0,24.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
27,178,74,69,70,1900000.0,70.0,41.0,61.0,65.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,975000
25,170,70,72,75,8500000.0,75.0,68.0,68.0,75.0,27.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3900000
17,185,78,57,79,667000.0,57.0,58.0,37.0,52.0,22.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230000
21,190,84,64,74,1500000.0,57.0,21.0,38.0,42.0,63.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
32,196,95,67,67,900000.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,64.0,66.0,64.0,42.0,68.0,0.0,450000
23,180,75,69,77,3200000.0,85.0,58.0,63.0,72.0,38.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000
22,178,72,72,79,7800000.0,68.0,67.0,65.0,66.0,70.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3700000
27,179,75,71,71,3200000.0,59.0,69.0,63.0,70.0,34.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2500000
29,180,76,82,83,44600000.0,74.0,37.0,66.0,64.0,81.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21000000
30,189,83,70,70,2700000.0,63.0,63.0,63.0,65.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400000
28,190,78,78,78,17900000.0,83.0,74.0,68.0,77.0,35.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500000
31,185,74,77,77,12000000.0,63.0,50.0,59.0,64.0,78.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6000000
28,173,70,77,77,13500000.0,89.0,75.0,73.0,79.0,35.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9000000
31,170,60,70,70,2900000.0,67.0,67.0,65.0,70.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000
32,187,78,90,90,90200000.0,68.0,48.0,65.0,62.0,89.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44000000
32,175,72,66,66,735000.0,68.0,41.0,58.0,62.0,64.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
20,183,68,61,74,1200000.0,74.0,58.0,46.0,62.0,21.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000
22,194,81,55,67,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,59.0,55.0,24.0,54.0,0.0,120000
29,181,76,66,66,641000.0,80.0,28.0,56.0,60.0,62.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
22,178,65,65,73,1200000.0,76.0,47.0,56.0,62.0,62.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
25,172,65,63,66,596000.0,68.0,44.0,56.0,62.0,55.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450000
27,187,84,64,64,831000.0,89.0,61.0,54.0,64.0,28.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475000
39,193,89,75,75,810000.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,76.0,67.0,72.0,50.0,79.0,0.0,450000
26,182,77,65,68,795000.0,59.0,23.0,33.0,41.0,65.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
20,173,70,54,68,379000.0,69.0,52.0,57.0,54.0,36.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150000
27,179,67,65,65,1000000.0,86.0,62.0,53.0,70.0,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
23,186,81,68,77,1200000.0,78.0,67.0,58.0,67.0,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400000
22,183,73,69,77,2200000.0,75.0,68.0,64.0,68.0,36.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000
29,173,70,89,89,123000000.0,87.0,88.0,75.0,89.0,23.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66500000
20,184,75,58,70,506000.0,63.0,45.0,55.0,56.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230000
22,170,66,60,68,660000.0,51.0,62.0,45.0,56.0,22.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300000
26,176,73,68,71,1600000.0,77.0,58.0,67.0,70.0,61.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,975000
23,179,70,65,69,855000.0,71.0,51.0,63.0,61.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,600000
28,188,76,68,69,1300000.0,30.0,27.0,43.0,43.0,71.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,875000
21,178,75,72,78,7600000.0,68.0,59.0,65.0,69.0,71.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3600000
20,176,74,58,71,1200000.0,74.0,48.0,50.0,61.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
27,176,74,73,74,6900000.0,70.0,60.0,69.0,71.0,71.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3700000
18,182,70,59,78,732000.0,82.0,30.0,44.0,60.0,52.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,290000
26,184,73,75,78,15900000.0,76.0,74.0,70.0,74.0,40.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8500000
23,186,80,67,74,2000000.0,73.0,52.0,61.0,64.0,64.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,950000
22,177,73,64,72,949000.0,76.0,40.0,54.0,55.0,59.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,575000
19,178,65,57,72,1200000.0,62.0,57.0,58.0,61.0,43.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,220000
23,190,83,50,58,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,56.0,52.0,18.0,44.0,0.0,30000
27,180,82,72,73,6200000.0,78.0,72.0,71.0,72.0,30.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3600000
25,178,71,62,63,569000.0,69.0,57.0,58.0,64.0,38.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350000
26,181,76,70,72,5000000.0,87.0,69.0,60.0,69.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2200000
23,188,85,69,75,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,66.0,62.0,72.0,45.0,69.0,0.0,1100000
24,177,75,71,77,4600000.0,89.0,38.0,63.0,62.0,64.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2700000
24,170,69,59,63,242000.0,70.0,30.0,51.0,61.0,56.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170000
33,183,75,67,67,375000.0,57.0,48.0,55.0,52.0,61.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300000
20,182,80,71,77,5300000.0,74.0,39.0,52.0,61.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2800000
35,180,71,65,65,313000.0,76.0,64.0,60.0,63.0,31.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250000
25,177,67,82,87,55300000.0,92.0,57.0,69.0,81.0,77.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26000000
26,183,71,66,68,1100000.0,72.0,36.0,54.0,59.0,66.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,625000
30,186,83,72,72,5100000.0,58.0,74.0,58.0,64.0,30.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000
23,180,72,76,84,1200000.0,70.0,79.0,56.0,71.0,35.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11500000
21,170,62,68,80,2600000.0,87.0,50.0,65.0,72.0,34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1600000
18,186,75,63,78,1200000.0,70.0,65.0,59.0,59.0,31.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,775000
22,175,75,61,69,544000.0,87.0,55.0,47.0,63.0,26.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375000
22,185,83,67,77,1800000.0,77.0,34.0,56.0,64.0,65.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
31,179,71,70,70,2300000.0,69.0,68.0,66.0,74.0,36.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1600000
34,185,80,74,74,3100000.0,45.0,36.0,58.0,50.0,73.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2100000
23,192,80,66,74,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,65.0,67.0,65.0,53.0,65.0,0.0,725000
18,175,71,55,73,336000.0,65.0,53.0,38.0,48.0,33.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170000
22,184,72,72,77,1200000.0,67.0,39.0,60.0,63.0,74.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3500000
21,178,70,67,75,1800000.0,71.0,60.0,67.0,70.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
33,178,79,72,72,1200000.0,79.0,70.0,61.0,70.0,34.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000000
23,187,93,82,87,32500000.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,80.0,86.0,83.0,63.0,76.0,0.0,22000000
30,182,71,80,80,30100000.0,72.0,79.0,73.0,82.0,39.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14000000
20,183,70,64,77,2100000.0,87.0,61.0,45.0,64.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,875000
19,180,66,55,64,202000.0,73.0,57.0,39.0,60.0,20.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130000
22,186,75,75,80,15600000.0,67.0,47.0,60.0,65.0,73.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7500000
30,173,68,68,68,1000000.0,85.0,57.0,60.0,70.0,61.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
23,183,80,65,74,1200000.0,78.0,65.0,60.0,65.0,52.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,825000
25,175,69,66,70,1400000.0,67.0,35.0,54.0,65.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675000
25,178,78,70,70,2800000.0,76.0,51.0,64.0,68.0,69.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000
20,175,70,58,69,323000.0,65.0,30.0,38.0,56.0,60.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190000
25,180,77,57,62,221000.0,67.0,52.0,53.0,60.0,53.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140000
28,186,82,65,65,653000.0,63.0,37.0,47.0,48.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450000
26,189,81,61,64,292000.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,57.0,62.0,64.0,49.0,54.0,0.0,220000
36,184,84,76,76,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,79.0,70.0,73.0,44.0,78.0,0.0,1000000
23,193,85,68,76,2500000.0,60.0,53.0,49.0,46.0,68.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
25,176,75,81,85,39900000.0,68.0,72.0,81.0,88.0,38.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22500000
25,183,78,65,67,991000.0,82.0,63.0,59.0,66.0,33.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
25,176,77,66,68,991000.0,68.0,34.0,61.0,68.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
31,184,75,68,68,844000.0,48.0,51.0,61.0,59.0,67.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,675000
23,185,85,66,72,1700000.0,82.0,62.0,51.0,71.0,33.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,875000
21,175,70,63,75,1000000.0,72.0,55.0,54.0,66.0,27.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,650000
27,186,83,70,71,2600000.0,66.0,50.0,65.0,67.0,68.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1700000
19,183,73,53,69,285000.0,55.0,24.0,27.0,30.0,54.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120000
27,175,67,73,74,7800000.0,74.0,72.0,66.0,70.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4700000
31,196,86,71,71,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,67.0,70.0,74.0,57.0,71.0,0.0,1500000
26,182,79,70,72,3200000.0,64.0,65.0,67.0,62.0,65.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1800000
20,179,72,62,73,893000.0,64.0,59.0,53.0,67.0,22.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
20,186,79,63,72,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,60.0,62.0,63.0,19.0,59.0,0.0,450000
33,170,67,74,74,4800000.0,67.0,68.0,69.0,76.0,37.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3400000
21,177,72,63,72,1000000.0,79.0,29.0,50.0,56.0,61.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,525000
30,181,77,60,60,257000.0,64.0,54.0,61.0,65.0,44.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,190000
34,188,76,74,74,4100000.0,56.0,71.0,75.0,72.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2700000
31,173,71,70,70,1900000.0,68.0,64.0,70.0,68.0,59.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1500000
20,180,72,59,70,486000.0,56.0,62.0,46.0,54.0,20.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270000
18,172,60,60,75,839000.0,81.0,57.0,49.0,64.0,18.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,425000
25,183,69,69,73,2000000.0,79.0,70.0,59.0,71.0,25.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1400000
27,176,70,71,72,4600000.0,64.0,72.0,70.0,69.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2700000
24,185,76,76,81,18600000.0,76.0,76.0,55.0,72.0,28.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10500000
34,179,75,58,58,93000.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,58.0,60.0,58.0,35.0,56.0,0.0,60000
20,176,68,56,66,248000.0,69.0,40.0,50.0,60.0,30.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150000
33,191,92,74,74,4000000.0,37.0,35.0,49.0,50.0,72.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2300000
35,180,75,63,63,190000.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,43.0,64.0,72.0,53.0,64.0,0.0,100000
18,166,66,58,72,553000.0,62.0,36.0,54.0,64.0,19.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260000
28,169,63,75,75,11900000.0,83.0,71.0,66.0,75.0,52.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7000000
21,180,77,66,79,1200000.0,73.0,49.0,62.0,64.0,64.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100000
30,168,69,68,68,1100000.0,54.0,61.0,71.0,66.0,42.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,850000
26,182,75,64,64,800000.0,67.0,40.0,51.0,51.0,62.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,400000
27,186,80,68,68,1100000.0,71.0,29.0,49.0,47.0,68.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,750000
32,174,70,72,72,3600000.0,71.0,68.0,69.0,73.0,26.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2400000
